JBlk		Description
1897(+1024):	not active write to sector: 2203104
1898:		not active write to sector: 2203104
1899:		not active write to sector: 2203104
1899(+1024):	not active write to sector: 2
1899(+1536):	not active write to sector: 648
1900:		not active write to sector: 648
1900(+1536):	not active write to sector: 18888
1901:		not active write to sector: 18888
1901(+1536):	not active write to sector: 2109840
1902:		not active write to sector: 2109840
1903:		not active write to sector: 2109840
1903(+1536):	not active Journal Block Header (Transaction: 48 )
1904:		not active Journal Block Header (Transaction: 48 )
1905:		not active Journal Block Header (Transaction: 48 )
1906:		not active Journal Block Header (Transaction: 48 )
1907:		not active Journal Block Header (Transaction: 48 )
1908:		not active Journal Block Header (Transaction: 48 )
1909:		not active Journal Block Header (Transaction: 48 )
1910:		not active Journal Block Header (Transaction: 48 )
1911:		not active Journal Block Header (Transaction: 48 )
1911(+1536):	not active write to sector: 2203024
1912:		not active write to sector: 2203024
1913:		not active write to sector: 2203024
1913(+1536):	not active write to sector: 2
1913(+2048):	not active write to sector: 648
1914:		not active write to sector: 648
1914(+2048):	not active write to sector: 1923536
1915:		not active write to sector: 1923536
1916:		not active write to sector: 1923536
1916(+2048):	not active write to sector: 2203456
1917:		not active write to sector: 2203456
1918:		not active write to sector: 2203456
1918(+2048):	not active write to sector: 1923520
1919:		not active write to sector: 1923520
1920:		not active write to sector: 1923520
1920(+2048):	not active write to sector: 2203440
1921:		not active write to sector: 2203440
1922:		not active write to sector: 2203440
1922(+2048):	not active write to sector: 1929312
1923:		not active write to sector: 1929312
1924:		not active write to sector: 1929312
1924(+2048):	not active write to sector: 2204784
1925:		not active write to sector: 2204784
1926:		not active write to sector: 2204784
1926(+2048):	not active Journal Block Header (Transaction: 49 )
1927:		not active Journal Block Header (Transaction: 49 )
1928:		not active Journal Block Header (Transaction: 49 )
1929:		not active Journal Block Header (Transaction: 49 )
1930:		not active Journal Block Header (Transaction: 49 )
1931:		not active Journal Block Header (Transaction: 49 )
1932:		not active Journal Block Header (Transaction: 49 )
1933:		not active Journal Block Header (Transaction: 49 )
1934:		not active Journal Block Header (Transaction: 49 )
1934(+2048):	not active write to sector: 648
1935:		not active write to sector: 648
1935(+2048):	not active write to sector: 2202960
1936:		not active write to sector: 2202960
1937:		not active write to sector: 2202960
1937(+2048):	not active write to sector: 2
1937(+2560):	not active write to sector: 1929312
1938:		not active write to sector: 1929312
1939:		not active write to sector: 1929312
1939(+2560):	not active Journal Block Header (Transaction: 50 )
1940:		not active Journal Block Header (Transaction: 50 )
1941:		not active Journal Block Header (Transaction: 50 )
1942:		not active Journal Block Header (Transaction: 50 )
1943:		not active Journal Block Header (Transaction: 50 )
1944:		not active Journal Block Header (Transaction: 50 )
1945:		not active Journal Block Header (Transaction: 50 )
1946:		not active Journal Block Header (Transaction: 50 )
1947:		not active Journal Block Header (Transaction: 50 )
1947(+2560):	not active write to sector: 2203440
1948:		not active write to sector: 2203440
1949:		not active write to sector: 2203440
1949(+2560):	not active Journal Block Header (Transaction: 51 )
1950:		not active Journal Block Header (Transaction: 51 )
1951:		not active Journal Block Header (Transaction: 51 )
1952:		not active Journal Block Header (Transaction: 51 )
1953:		not active Journal Block Header (Transaction: 51 )
1954:		not active Journal Block Header (Transaction: 51 )
1955:		not active Journal Block Header (Transaction: 51 )
1956:		not active Journal Block Header (Transaction: 51 )
1957:		not active Journal Block Header (Transaction: 51 )
1957(+2560):	not active write to sector: 2203024
1958:		not active write to sector: 2203024
1959:		not active write to sector: 2203024
1959(+2560):	not active write to sector: 2203440
1960:		not active write to sector: 2203440
1961:		not active write to sector: 2203440
1961(+2560):	not active write to sector: 2203104
1962:		not active write to sector: 2203104
1963:		not active write to sector: 2203104
1963(+2560):	not active write to sector: 2109840
1964:		not active write to sector: 2109840
1965:		not active write to sector: 2109840
1965(+2560):	not active write to sector: 2
1965(+3072):	not active Journal Block Header (Transaction: 52 )
1966:		not active Journal Block Header (Transaction: 52 )
1967:		not active Journal Block Header (Transaction: 52 )
1968:		not active Journal Block Header (Transaction: 52 )
1969:		not active Journal Block Header (Transaction: 52 )
1970:		not active Journal Block Header (Transaction: 52 )
1971:		not active Journal Block Header (Transaction: 52 )
1972:		not active Journal Block Header (Transaction: 52 )
1973:		not active Journal Block Header (Transaction: 52 )
1973(+3072):	not active write to sector: 2203104
1974:		not active write to sector: 2203104
1975:		not active write to sector: 2203104
1975(+3072):	not active write to sector: 2
1975(+3584):	not active write to sector: 648
1976:		not active write to sector: 648
1976(+3584):	not active write to sector: 18888
1977:		not active write to sector: 18888
1977(+3584):	not active write to sector: 2109840
1978:		not active write to sector: 2109840
1979:		not active write to sector: 2109840
1979(+3584):	not active Journal Block Header (Transaction: 53 )
1980:		not active Journal Block Header (Transaction: 53 )
1981:		not active Journal Block Header (Transaction: 53 )
1982:		not active Journal Block Header (Transaction: 53 )
1983:		not active Journal Block Header (Transaction: 53 )
1984:		not active Journal Block Header (Transaction: 53 )
1985:		not active Journal Block Header (Transaction: 53 )
1986:		not active Journal Block Header (Transaction: 53 )
1987:		not active Journal Block Header (Transaction: 53 )
1987(+3584):	not active write to sector: 2203104
1988:		not active write to sector: 2203104
1989:		not active write to sector: 2203104
1989(+3584):	not active write to sector: 2109840
1990:		not active write to sector: 2109840
1991:		not active write to sector: 2109840
1991(+3584):	not active write to sector: 2
1992:		not active Journal Block Header (Transaction: 54 )
1993:		not active Journal Block Header (Transaction: 54 )
1994:		not active Journal Block Header (Transaction: 54 )
1995:		not active Journal Block Header (Transaction: 54 )
1996:		not active Journal Block Header (Transaction: 54 )
1997:		not active Journal Block Header (Transaction: 54 )
1998:		not active Journal Block Header (Transaction: 54 )
1999:		not active Journal Block Header (Transaction: 54 )
2000:		not active write to sector: 2203104
2001:		not active write to sector: 2203104
2002:		not active write to sector: 2
2002(+512):	not active write to sector: 648
2003:		not active write to sector: 648
2003(+512):	not active write to sector: 18888
2004:		not active write to sector: 18888
2004(+512):	not active write to sector: 2109840
2005:		not active write to sector: 2109840
2006:		not active write to sector: 2109840
2006(+512):	not active Journal Block Header (Transaction: 55 )
2007:		not active Journal Block Header (Transaction: 55 )
2008:		not active Journal Block Header (Transaction: 55 )
2009:		not active Journal Block Header (Transaction: 55 )
2010:		not active Journal Block Header (Transaction: 55 )
2011:		not active Journal Block Header (Transaction: 55 )
2012:		not active Journal Block Header (Transaction: 55 )
2013:		not active Journal Block Header (Transaction: 55 )
2014:		not active Journal Block Header (Transaction: 55 )
2014(+512):	not active write to sector: 2109840
2015:		not active write to sector: 2109840
2016:		not active write to sector: 2109840
2016(+512):	not active write to sector: 2
2016(+1024):	not active write to sector: 2203104
2017:		not active write to sector: 2203104
2018:		not active write to sector: 2203104
2018(+1024):	not active write to sector: 648
2019:		not active write to sector: 648
2019(+1024):	not active write to sector: 18888
2020:		not active write to sector: 18888
2020(+1024):	not active Journal Block Header (Transaction: 56 )
2021:		not active Journal Block Header (Transaction: 56 )
2022:		not active Journal Block Header (Transaction: 56 )
2023:		not active Journal Block Header (Transaction: 56 )
2024:		not active Journal Block Header (Transaction: 56 )
2025:		not active Journal Block Header (Transaction: 56 )
2026:		not active Journal Block Header (Transaction: 56 )
2027:		not active Journal Block Header (Transaction: 56 )
2028:		not active Journal Block Header (Transaction: 56 )
2028(+1024):	not active write to sector: 2203104
2029:		not active write to sector: 2203104
2030:		not active write to sector: 2203104
2030(+1024):	not active write to sector: 2
2030(+1536):	not active write to sector: 648
2031:		not active write to sector: 648
2031(+1536):	not active write to sector: 18888
2032:		not active write to sector: 18888
2032(+1536):	not active write to sector: 2109840
2033:		not active write to sector: 2109840
2034:		not active write to sector: 2109840
2034(+1536):	not active Journal Block Header (Transaction: 57 )
2035:		not active Journal Block Header (Transaction: 57 )
2036:		not active Journal Block Header (Transaction: 57 )
2037:		not active Journal Block Header (Transaction: 57 )
2038:		not active Journal Block Header (Transaction: 57 )
2039:		not active Journal Block Header (Transaction: 57 )
2040:		not active Journal Block Header (Transaction: 57 )
2041:		not active Journal Block Header (Transaction: 57 )
2042:		not active Journal Block Header (Transaction: 57 )
2042(+1536):	not active write to sector: 2203104
2043:		not active write to sector: 2203104
2044:		not active write to sector: 2203104
2044(+1536):	not active write to sector: 2
2044(+2048):	not active Journal Block Header (Transaction: 58 )
2045:		not active Journal Block Header (Transaction: 58 )
2046:		not active Journal Block Header (Transaction: 58 )
2047:		not active Journal Block Header (Transaction: 58 )
0(+512):	not active Journal Block Header (Transaction: 58 )
1:		not active Journal Block Header (Transaction: 58 )
2:		not active Journal Block Header (Transaction: 58 )
3:		not active Journal Block Header (Transaction: 58 )
4:		not active Journal Block Header (Transaction: 58 )
4(+2560):	not active write to sector: 1928704
5:		not active write to sector: 1928704
6:		not active write to sector: 1928704
6(+2560):	not active write to sector: 2200336
7:		not active write to sector: 2200336
8:		not active write to sector: 2200336
8(+2560):	not active write to sector: 648
9:		not active write to sector: 648
9(+2560):	not active write to sector: 2203056
10:		not active write to sector: 2203056
11:		not active write to sector: 2203056
11(+2560):	not active write to sector: 2
11(+3072):	not active write to sector: 18888
12:		not active write to sector: 18888
12(+3072):	not active write to sector: 18880
13:		not active write to sector: 18880
13(+3072):	not active write to sector: 2203472
14:		not active write to sector: 2203472
15:		not active write to sector: 2203472
15(+3072):	not active write to sector: 2203264
16:		not active write to sector: 2203264
17:		not active write to sector: 2203264
17(+3072):	not active write to sector: 2203152
18:		not active write to sector: 2203152
19:		not active write to sector: 2203152
19(+3072):	not active write to sector: 2203104
20:		not active write to sector: 2203104
21:		not active write to sector: 2203104
21(+3072):	not active write to sector: 2205152
22:		not active write to sector: 2205152
23:		not active write to sector: 2205152
23(+3072):	not active write to sector: 2205248
24:		not active write to sector: 2205248
25:		not active write to sector: 2205248
25(+3072):	not active write to sector: 2109840
26:		not active write to sector: 2109840
27:		not active write to sector: 2109840
27(+3072):	not active write to sector: 1929024
28:		not active write to sector: 1929024
29:		not active write to sector: 1929024
29(+3072):	not active Journal Block Header (Transaction: 59 )
30:		not active Journal Block Header (Transaction: 59 )
31:		not active Journal Block Header (Transaction: 59 )
32:		not active Journal Block Header (Transaction: 59 )
33:		not active Journal Block Header (Transaction: 59 )
34:		not active Journal Block Header (Transaction: 59 )
35:		not active Journal Block Header (Transaction: 59 )
36:		not active Journal Block Header (Transaction: 59 )
37:		not active Journal Block Header (Transaction: 59 )
37(+3072):	not active write to sector: 2205152
38:		not active write to sector: 2205152
39:		not active write to sector: 2205152
39(+3072):	not active write to sector: 2
39(+3584):	not active write to sector: 648
40:		not active write to sector: 648
40(+3584):	not active write to sector: 2203264
41:		not active write to sector: 2203264
42:		not active write to sector: 2203264
42(+3584):	not active write to sector: 2203104
43:		not active write to sector: 2203104
44:		not active write to sector: 2203104
44(+3584):	not active write to sector: 2109840
45:		not active write to sector: 2109840
46:		not active write to sector: 2109840
46(+3584):	not active Journal Block Header (Transaction: 60 )
47:		not active Journal Block Header (Transaction: 60 )
48:		not active Journal Block Header (Transaction: 60 )
49:		not active Journal Block Header (Transaction: 60 )
50:		not active Journal Block Header (Transaction: 60 )
51:		not active Journal Block Header (Transaction: 60 )
52:		not active Journal Block Header (Transaction: 60 )
53:		not active Journal Block Header (Transaction: 60 )
54:		not active Journal Block Header (Transaction: 60 )
54(+3584):	not active write to sector: 2203104
55:		not active write to sector: 2203104
56:		not active write to sector: 2203104
56(+3584):	not active write to sector: 2
57:		not active write to sector: 1935344
58:		not active write to sector: 1935344
59:		not active write to sector: 2203600
60:		not active write to sector: 2203600
61:		not active write to sector: 1935312
62:		not active write to sector: 1935312
63:		not active write to sector: 1935328
64:		not active write to sector: 1935328
65:		not active write to sector: 2081328
66:		not active write to sector: 2081328
67:		not active write to sector: 2063472
68:		not active write to sector: 2063472
69:		not active write to sector: 2204912
70:		not active write to sector: 2204912
71:		not active write to sector: 2109792
72:		not active write to sector: 2109792
73:		not active write to sector: 2203744
74:		not active write to sector: 2203744
75:		not active write to sector: 648
76:		not active write to sector: 2203712
77:		not active write to sector: 2203712
78:		not active Journal Block Header (Transaction: 61 )
79:		not active Journal Block Header (Transaction: 61 )
80:		not active Journal Block Header (Transaction: 61 )
81:		not active Journal Block Header (Transaction: 61 )
82:		not active Journal Block Header (Transaction: 61 )
83:		not active Journal Block Header (Transaction: 61 )
84:		not active Journal Block Header (Transaction: 61 )
85:		not active Journal Block Header (Transaction: 61 )
86:		not active write to sector: 2203744
87:		not active write to sector: 2203744
88:		not active write to sector: 2
